source_file,year,round,rank,course,category,college,fees
MCC_PG_R1_2025.csv,2025,R1,71,M.D. (GENERAL MEDICINE),,"GOVT MEDICAL COLLEGE KOTTAYAM,GOVT MEDICAL COLLEGE, GANDHINAGAR P O, KOTTAYAM KERALA 686008, Kerala, 686008",
MCC_PG_R1_2025.csv,2025,R1,72,M.D. (RADIO- DIAGNOSIS),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,73,M.D. (RADIO- DIAGNOSIS),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,74,M.D. (GENERAL MEDICINE),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,75,M.D. (GENERAL MEDICINE),,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",
MCC_PG_R1_2025.csv,2025,R1,76,M.D. (GENERAL MEDICINE),,"Osmania Medical Collge,5-1-876, Turrebaz Khan Rd, Troop Bazaar, Koti, Hyderabad, Telangana, Telangana, 500095",
MCC_PG_R1_2025.csv,2025,R1,77,M.D. (GENERAL MEDICINE),,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",
MCC_PG_R1_2025.csv,2025,R1,78,M.D. (RADIO- DIAGNOSIS),,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",
MCC_PG_R1_2025.csv,2025,R1,79,M.D. (RADIO- DIAGNOSIS),,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",
MCC_PG_R1_2025.csv,2025,R1,80,M.D. (RADIO- DIAGNOSIS),,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",
MCC_PG_R1_2025.csv,2025,R1,81,M.D. (RADIO- DIAGNOSIS),,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",
MCC_PG_R1_2025.csv,2025,R1,82,M.D. (GENERAL MEDICINE),,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",
MCC_PG_R1_2025.csv,2025,R1,83,M.D. (GENERAL MEDICINE),,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",
MCC_PG_R1_2025.csv,2025,R1,84,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,85,M.D. (RADIO- DIAGNOSIS),,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",
MCC_PG_R1_2025.csv,2025,R1,86,M.D. (RADIO- DIAGNOSIS),,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",
MCC_PG_R1_2025.csv,2025,R1,87,M.D. (RADIO- DIAGNOSIS),,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",
MCC_PG_R1_2025.csv,2025,R1,88,M.D. (GENERAL MEDICINE),,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",
MCC_PG_R1_2025.csv,2025,R1,89,M.D. (GENERAL MEDICINE),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,90,M.D. (RADIO- DIAGNOSIS),,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",
MCC_PG_R1_2025.csv,2025,R1,91,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,92,M.D. (GENERAL MEDICINE),,"LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI, Maharashtra, 400022",
MCC_PG_R1_2025.csv,2025,R1,93,M.D. (GENERAL MEDICINE),,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,145,M.D. Radio Diagnosis,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,240,M.D. General Medicine,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,251,M.D. General Medicine,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,267,M.D. General Medicine,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,350,M.D. General Medicine,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,368,M.D. General Medicine,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,462,M.D. Radio Diagnosis,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,472,M.D. Radio Diagnosis,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,504,M.D. Radio Diagnosis,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,505,M.D. Radio Diagnosis,2AG,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,546,M.D. Dermatology,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,550,M.D. Radio Diagnosis,OPN,"St.Johns Medical College, Bangalore",1280025.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,553,M.D. Radio Diagnosis,GM,Employees State Insurance Corporation Medical College Bangalore,263400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,642,M.D. Dermatology,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,679,M.D. Radio Diagnosis,GM,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,684,M.D. General Medicine,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,823,M.D. General Medicine,3AG,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,847,M.D. General Medicine,GM,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,983,M.D. General Medicine,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,992,M.D. Radio Diagnosis,3BG,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1033,M.D. Radio Diagnosis,GM,"M S Ramaiah Medical College, Bangalore",808108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1035,M.D. General Medicine,GM,"Father Mullers Medical College, Mangalore",783108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1040,M.D. Dermatology,GM,"Mandya Institute of Medical Sciences, Mandya",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1067,M.D. General Medicine,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1070,M.D. General Medicine,GM,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1116,M.D. Dermatology,GM,"Belagavi Institute of Medical Sciences, Belagavi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1120,M.D. General Medicine,2AG,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1142,M.D. General Medicine,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1175,M.D. General Medicine,3BG,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1409,M.D. Radio Diagnosis,GM,"St.Johns Medical College, Bangalore",1280025.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1544,M.D. General Medicine,,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1573,M.D. General Medicine,GM,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1649,M.D. General Medicine,GM,Employees State Insurance Corporation Medical College Bangalore,263400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1657,M.D. General Medicine,GM,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1665,M.D. Dermatology,GM,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1745,M.D. General Medicine,2AG,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1778,M.D. Radio Diagnosis,1G,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1779,M.D. Radio Diagnosis,GM,"Belagavi Institute of Medical Sciences, Belagavi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1782,M.D. General Medicine,3BG,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1789,M.D. General Medicine,2BG,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1836,M.S. Obstetrics and Gynecology,GM,"Bangalore Medical College and Research Institute, Bangalore",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1854,M.D. Paediatrics,GM,"INDIRA GANDHI INSTITUTE OF CHILD HEALTH,",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1914,M.D. Radio Diagnosis,GM,"M S Ramaiah Medical College, Bangalore",808108.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1934,M.D. General Medicine,2AG,"Karnataka Institute of Medical Sciences, Hubballi",123400.0
PGNEET_MEED_ALLOT_2025_NON_INS_R2_PROV_23122025english.csv,2025,R2,1960,M.D. General Medicine,GM,"Shivamoga Institute of Medical Sciences,Shimoga",123400.0
